kmeans_segment,gmm_segment,customers,churn_rate,avg_revenue,avg_device_age,avg_care,avg_overage
4,3,918,0.7788671023965141,39.753241648507625,480.34787350054523,0.05628177196296296,0.002178649237472767
3,0,803,0.6151930261519303,67.44773868824409,665.6463262764632,0.9227895392216688,70.1982669158157
4,2,5,0.6,60.303999999999995,239.0,1.8666666666,0.0
3,1,2436,0.5853858784893268,55.54644592743613,656.9006568144499,1.5596606458542692,62.18044147845585
3,4,8023,0.5549046491337405,43.27284113924317,755.5445593917487,0.7815031783493706,23.27483649788633
3,3,9379,0.5474997334470626,32.66342085154494,737.2116430323063,0.06120055442232647,0.005953015602196396
3,2,3449,0.5326181501884604,35.37390625000269,698.2183241519281,0.3822363970133372,1.335538775916268
1,0,4378,0.5132480584741891,195.47847095326634,249.17999086340794,6.082000913603472,357.66400182731087
2,0,2885,0.5091854419410745,68.48778885038475,247.5008665511265,4.0434430964461,57.84222992488978
1,1,676,0.4940828402366864,127.56188609467456,289.93639053254435,4.4013806706316565,197.95525147928993
2,4,19884,0.48903641118487223,45.39707644697687,349.1616374974854,1.3018339703490243,19.038425039470674
2,3,12811,0.4819295917570838,35.0596092550633,327.5265787214113,0.07527385319085161,0.007955402908906409
2,2,4315,0.4794901506373117,41.04869846261589,253.75990730011588,0.6590189262097336,0.5936796335117633
2,1,6768,0.4736997635933806,58.66253940111112,245.96099290780143,4.231530732834958,53.86597468477482
0,1,11701,0.44850867447226733,77.11656200091889,232.96231091359712,3.3763068683476627,56.33548297399401
0,0,5925,0.4406751054852321,95.54938836371878,212.73873417721518,4.105766526019747,70.73380880038302
0,3,2181,0.43695552498853735,54.70021358703164,245.8408986703347,0.09705028272397982,0.012417851138468591
0,2,3329,0.4241513968158606,59.7919302799145,221.35085611294684,0.7517773104932413,0.8169465648854962
0,4,134,0.39552238805970147,95.98960820895522,548.9626865671642,1.288557213902985,34.416044776119406
